id,cr,reference_en,baseline_prediction,cultural_prediction,CS_prediction,expected_translation,baseline_prediction_csi_match_score,baseline_prediction_csi_match_success
gen_00185,Klike sou Konekte ak Voye Kredi! Bouton,Click Connect and Send Credits! Button,Click Connect with Upload Credits! Button,Click Connect with Send Credits! Switch,Click Connect with Send Credit! Button,Click Connect and Send Credits! Button | Tap Connect and Send Credits! Button,81.0126582278481,True
ahl_15589_hat_eng,"l ap di lè y ap rive, sou pap li di lè y ap rive, ou w ap di?","He’s saying when they’ll arrive, on paper he says when they’ll arrive, what are you saying?","It's saying when you're going to happen, I'll say when you're saying?","He is saying when they’re arriving, he won’t say when they’re arriving, you’re saying?","He’s saying when they’re arriving, on won’t he say when they’re arriving, are you saying?","He says they’ll arrive when they arrive, but on paper he says otherwise | He says one thing, but the paperwork says another",49.27536231884058,False
gen_00102,Etikèt Pou Istwa Lavi,Tag Source For Life Sketch,Tag For Life History,Tag For Life Stories,Tag For Life History,Biography Tag | Life Story Label,75.0,True
gen_01098,"IP66 Pi ke Ip65 Waterproof te DIRIJE pou konvèsyon ijans pou 40w a deyò alantou lanp sèt branch - pwodwi - Shenzhen Dengfeng pouvwa ekipman pou co, Ltd","IP66 Better Than Ip65 Waterproof LED Emergency Conversion Kit For 40w Outdoor LED Lights - Products - Shenzhen Dengfeng Power Supply Co.,Ltd","IP66 Better Than Ip65 Waterproof LED Emergency Conversion Kit For 40w Outdoor LED Lights - Products - Shenzhen Dengfeng Power Supply Co.,Ltd","IP66 Better Than Ip65 Waterproof LED Emergency Conversion Kit For 40w LED Outdoor Lights - Products - Shenzhen Dengfeng Power Supply Co.,Ltd","IP66 Better Than Ip65 Waterproof LED Emergency Conversion Kit For 40w Outdoor LED Lights - Products - Shenzhen Dengfeng Power Supply Co.,Ltd",IP66 Better Than IP65 Waterproof LED Emergency Conversion Kit for 40W Outdoor Lights | IP66 Waterproof LED Emergency Conversion Kit for 40W Outdoor Lamps,77.5,True
ahl_3938_hat_eng,bon sa va pwoblè,"well, that will be a problem",good that will be problance,well that will be overwhelming,"well, that’s going to be similar","That’s going to be a problem | Well, that’s an issue",59.25925925925925,False
gen_00942,14 Timon tache sant wotè 465,14 Drawbar Pin Center Height 465,14 Drawbar Pin Center Height 465,14 Drawbar Pin Center Height 465,14 Drawbar Pin Center Height 465,Drawbar pin center height 465 | 465 drawbar pin center height,95.08196721311475,True
gen_00879,"Lè Jezikri te anseye kijan nou ta dwe rete tann Dezyèm Vini L lan, Li te di, "" Menmjan sa te fèt nan epòk Noe a, se konsa sa pral ye tou nan aparisyon Pitit Gason Lòm nan"" (Joseph Smith—Matye 1:41).","When Jesus Christ taught how we should watch for His Second Coming, He said, ""As it was in the days of Noah, so it shall be also at the coming of the Son of Man"" (Joseph Smith—Matthew 1:41).","When Jesus Christ taught how we should wait the Second Comes L, He said, “As this was born in Noah’s era, so it will also be in the onset of the Son of the man” (Joseph Smith—Matye 1:41).","When Jesus has taught how we should wait the Second Wines L, He said, “As this was born in Noah’s era, so what will also be in the onset of the Son of Lorm” (Joseph Smith—Matye 1:41).","When Jesus was taught how we should wait the Second Come L, He said, “As this was born in the Noah era, so that will also be in the onset of the Son of the Lord” (Joseph Smith—Matthew 1:41).","When Jesus Christ taught how we should prepare for His Second Coming, He said, “Just as it was in Noah’s day, so it will be at the coming of the Son of Man” | When Jesus Christ taught us how to watch for His Second Coming, He said, “As it was in the days of Noah, so it will be when the Son of Man comes”",75.21367521367522,True
gen_00664,Petèt manm klas la ta kapab pataje kijan yo te chèche repons pou kesyon levanjil yo ak kijan yo rete fidèl menm lè kèk nan kesyon yo rete san repons.,Maybe class members could share how they have sought answers to gospel questions and how they remain faithful even when some of their questions remain unanswered.,Maybe the class members could share how they sought answers to their gospel questions and how they remain faithful even when some of the questions remain unresponsored.,Maybe the class member could share how they seek answers for gospel questions and how they remain faithful even when some of the questions remain unanswered.,Maybe the class member could share how they seek answers to gospel issues and how they remain faithful even when some of the questions remain unanswered.,Maybe class members could share how they’ve sought answers to gospel questions and stayed faithful even when some questions remain unanswered. | Perhaps class members could share how they’ve looked for answers to gospel questions and how they keep their faith when some questions still don’t have answers.,85.80645161290322,True
ahl_11710_hat_eng,ap rounen rive la,I’m coming back there.,the Day of the Day,it is coming back there,it will come back there,I’ll be back there | I’m coming back there,44.44444444444444,False
ahl_16244_hat_eng,ou pa konn kreyòl,you don’t know Creole,you don't know Creole,you don’t know Creole,you don’t know Creole,You don’t speak Creole | You don’t know Haitian Creole,76.19047619047619,True
gen_00136,"Vètman – nou ka ajoute vètman rad seremoni yo nan envantè tanp la si kondisyon yo konfòm avèk prensip tanp lan epi tou si yo koresponn avèk envantè aktyèl la, otreman li ta dwe detwi.","Clothing – ceremonial clothing may be added to the temple's inventory if its condition is up to temple standard and if it matches current inventory, otherwise, it should be destroyed.","Completely – we can add perfectly dress the ceremonies of the temple inventory if the conditions complies with temple principles and also if corresponding to the actual inventory, otherwise it should be destroyed.","perfectly – we can add perfectly garment to the ceremonies in the manufacture of the temple if the conditions comply with the principle of the temple and also if corresponding to the current manufacture, otherwise it should be destroyed.","True – we can add perfectly the ritual clothing to the temple manufacture if the requirements comply with the temple principle and also if they correspond to the actual manufacture, otherwise it should destroy.","Ceremonial clothing may be added to the temple inventory if it meets temple standards and matches current stock; otherwise, it should be destroyed. | Ceremonial garments can be included in the temple’s inventory only if they are in acceptable condition and align with existing items; if not, they must be destroyed.",61.111111111111114,False
gen_00380,Gade Emisyon Fòmasyon Mondyal la,View Worldwide Training Broadcast,Watch the World Training Broadcast,Watch Broadcast World Training,Watch the World Emission Training,Watch the Global Training Broadcast | View the Worldwide Training Program,88.23529411764706,True
gen_00934,Tarif ekran Pòt,Sliding Screen Door,Sliding Screen Door,Sliding Screen Door,Sliding Screen Door,screen door | sliding screen door,100.0,True
gen_01141,"Dekwa pou achte osinon an gwo entèferans pa chè wifi, jammers telefòn selilè, Kòdone mwayen pou detekte koupi, blòk wifi siyal, wifi scrambler nan Shengda Shiji co, Ltd, ki se yonn nan pi popilè wifi founisè entèferans nan peyi Lachin.","Welcome to buy or wholesale cheap wifi interference, cell phone jammers, gps jamming, block wifi signal, wifi scrambler from Shengda Shiji Co.,Ltd, which is one of the famous wifi interference suppliers in China.","Welcome to buy or wholesale cheap wifi interference, cell phone jammers, medium code to detect empire, block wifi signal, wifi scrambler from Shengda Shiji Co.,Ltd, which is one of the famous wifi interference suppliers in China.","Welcome to buy or wholesale cheap wifi interference, cell phone jammers, multiple means to detect empire, block wifi signal, wifi scrambler from Shengda Shiji Co.,Ltd, which is one of the famous wifi interference suppliers in China.","Welcome to buy or wholesale cheap wifi interference, cell phone jammers, codeing medium to detect neckband, wifi signal block, wifi scrambler from Shengda Shiji Co.,Ltd, which is one of the famous wifi interference suppliers in China.","Welcome to buy or wholesale cheap WiFi jammers, cell phone jammers, GPS jammers, WiFi signal blockers, and WiFi scramblers from Shengda Shiji Co., Ltd., one of China’s well-known WiFi interference suppliers. | Buy or wholesale affordable WiFi interference devices, cell phone jammers, GPS jammers, WiFi signal blockers, and WiFi scramblers from Shengda Shiji Co., Ltd., a leading WiFi interference supplier in China.",75.22935779816513,True
gen_00655,Logo Dipisi Shenyang Entènasyonal Piblisite ak ki ap dirije egzibisyon,Dipisi Shenyang International Advertising Logo and LED Exhibition,Dipisi Shenyang International Advertising Logo and LED Exhibition,Dipisi Shenyang International Advertising Logo and LED Exhibition,Dipisi Shenyang International Advertising Logo and LED Exhibition,"Dipisi Shenyang International Advertising, Signage and LED Exhibition | Dipisi Shenyang International Advertising and LED Signage Expo",89.23076923076923,True
