id,cr,reference_en,baseline_prediction,cultural_prediction,tri_prediction,expected_translation,cultural_prediction_csi_match_score,cultural_prediction_csi_match_success
ahl_4102_hat_eng,"Non, l ap plede moun do batay, rile, wab di l sisponn, ou pa wè wè a la, sa ti moun nan genyen.","No, he keeps making people fight, shouting, saying he’s responsible, you don’t see what’s going on, what’s wrong with that child.","No, he's arguing people to fight, saying, wab say to him, you don't see the light, what the little man has.","No, hes pleading with people about the fight, crying, telling them to respond, you dont see, what does the child have?","No, hes plaguing people with fights, shouting, telling him to respond, you dont see, what does the child have?","He keeps stirring up trouble, yelling that he’s in charge—can’t you see what’s wrong with that kid? | He’s always causing fights and shouting that he’s responsible—don’t you see what’s going on with that child?",52.863436123348016,False
ahl_4964_hat_eng,m gwo kouto,I have a big knife,m big knife,I have a big knife,I have a big knife,I have a large knife | I’m carrying a big knife,80.0,True
ahl_4422_hat_eng,pa gen pwoblèm konsa tou konn,"there is no such problem either, you know",It's okay that you're too smart,"theres no problem like that too, you know","theres no problem like that too, you know","no problem either, you know | that’s not a problem either, you know",72.0,False
cuisine_180_hat_eng,"seche,","dried,","Drying,","wipe,","dried,",dry | dried up,40.0,False
ahl_8606_hat_eng,li tou je konnen ba la,he knows it by heart,She also knows the bar ,He also knows the bar there.,He also knows the bar there.,he knows it by heart | he knows it off by heart,68.08510638297872,False
ife_620_hat_eng,"Soul, ou dwe toujou sonje nou nan youn vwayaj san bout.",You can't travel life's highways without some kind of help.,"Soul, you must always remember us on one endless journey.","Soul, you must always remember us on an endless journey.","Soul, you must always remember us on an endless journey.",You can’t make it through life alone. | We all need help along life’s journey.,51.546391752577314,False
ahl_14881_hat_eng,yo de yo chari,they are both carts,Yo de yo chari,the two of them are carrying,the two of them are carrying,they’re both the same | they’re both alike,52.0,False
ahl_9353_hat_eng,yo pa de plase,they are not displaced,They are not of rank,they are not two places,they are not supposed to be placed,they’re not displaced | they haven’t been relocated,74.4186046511628,False
ahl_9842_hat_eng,li rekesfòsab nan kay la,he is indispensable in the house,It is refreshing in the home,it is refreshing in the house,it is refreshing in the house,he’s a real asset at home | he’s essential around the house,60.0,False
ahl_14156_hat_eng,Wap mwen w fèm baye sa,You’re making me give that to you.,WAP I W FARM BAYE SA,"Youre going to give me that, you know.","Youre going to give me that, okay?",You’re forcing me to give it to you | You’re making me hand that over,70.27027027027026,False
ahl_6126_hat_eng,paryen lòt nou,other bets of ours,other new bettors,bet the other one,our other bet,our other bets | our other wagers,64.70588235294117,False
ahl_8050_hat_eng,m pa t vle w outèlman bagay man,"I didn’t want to tell you everything, man.",I dont want to do too much mans stuff,"I didnt want you to do that too much, man.","I didnt want you to be that big of a thing, man.","I didn’t want to tell you everything, man | I didn’t want to spill everything, man",62.65060240963856,False
ahl_7363_hat_eng,se menm ki sa,what is it then,That's right ,thats exactly what it is,thats exactly what it is,So what then | What is it then,58.33333333333333,False
ahl_13341_hat_eng,"wè sa, mwen leve l?","See that, should I pick it up?","See, I lift it up?","see that, did I lift it?","see that, did I lift it?",Should I grab that? | Do you want me to pick that up?,45.833333333333336,False
ahl_11732_hat_eng,m konn li achte l man,"I know he bought it, man.",I'm buying it man,"I know he bought it, man","I know he bought it, man","I know he bought it, man | I know he got it, man",100.0,True
ahl_13794_hat_eng,li pa tou lage yo gade yo.,he didn’t let them go; he watched them.,He doesn't even let them look at them.,He didnt even let them look at them.,He doesnt even let them look at them.,He kept an eye on them | He didn’t let them out of his sight,64.7887323943662,False
ahl_476_hat_eng,ou gade w ap pase nan bay yo en konpakèt dlo ap tonbe sou ou,you look like you’re walking through the bays and a lot of water is falling on you,Watching you go through the bay in compact water will fall on you,you look as you pass them in a compact bundle of water falling on you,you look as you pass by giving them a compact bundle of water falling on you,you’re drenched | you’re getting soaked,43.47826086956522,False
ahl_15448_hat_eng,se tou de wi,"it’s both, yes",It's all about you,"yes, its both","yes, its both","both of them | both, yes",53.84615384615385,False
ahl_11174_hat_eng,donk lè yon kont di l pale disèt lang li menm,so when someone says he speaks seventeen languages himself,Dont be surprised when someone tells you theyre talking in the same language,So when someone tells him he speaks seventeen languages himself,so when someone tells him he speaks seventeen languages himself,so when someone claims to speak seventeen languages | when someone says he speaks seventeen languages himself,89.07563025210084,True
ahl_9939_hat_eng,ou gen rayisab.,You have haters.,o gen raisab.,you have a lover.,you have a lover.,You’ve got haters | People are hating on you,54.54545454545454,False
ahl_10010_hat_eng,konn gen moun la,there are usually people there,I know the persons names names names names names names names names names names names names names names names names names names names names names names names names names names names names,there used to be people there,there know people there,there are usually people there | people are usually there,68.96551724137932,False
ahl_13077_hat_eng,men pwobwa ki jan nou rele l,but the problem is what we call it,But wonder how we call it ,but heres what we call it,but heres what we call it,but the issue is what do we call it | but the question is what do we call it,76.59574468085107,False
ahl_9333_hat_eng,epi ou ka rive menmè mòn lan,and you can even reach the mountain,You can reach the top of the mountain and then,and you can even reach the top of the mountain,and you can even reach the top of the mountain,you can move mountains | you can achieve the impossible,56.71641791044777,False
ahl_6340_hat_eng,ay kòk panyòl an,oh Spanish rooster there,ayk the Spanish cock ,"hey, the Spanish rooster","hey, the Spanish rooster","oh, you Spanish rooster | hey, Spanish rooster",90.9090909090909,True
ahl_9304_hat_eng,li pou ke li avèk fòt,he must be at fault,It must be read with caution,It should be that it is with strength,It should be that it is with strength,he must be guilty | he has to be at fault,46.15384615384615,False
zile_15_hat_eng,chire tan an,rips time to shreds,chire tan an,tear out the time,tear off time,time flies|time passes quickly,50.0,False
ahl_12897_hat_eng,"non, le travay an.","No, the work.","No, it doesn't work.","No, the work.","No, the work.","No, the job | No, the work",96.0,True
ahl_9447_hat_eng,kwe ou bwo sè toujou,I believe you are still my sister.,Where are you from now on?,"believe you, sister, still",I believe you are still a sister,I still think of you as my sister | You’ll always be my sister,57.89473684210527,False
fanm_21_hat_eng,"cheve long,","long hair,","Long hair,","Long hair,","Long hair,",long hair | long-haired,94.73684210526316,True
ahl_13520_hat_eng,nan ba l bon,to give him good things,Its not good,give him good,give him good,to treat him well | to spoil him,52.63157894736843,False
zile_188_hat_eng,jouk li ateri tou limen nan zile konsyans lèzòm,until she lands all lit up on the island of men's conscience,until it reaches the island of the consciousness of man,until it finally reaches the island of the human consciousness,until it reaches the island of the consciousness of men,"until she finally reaches the island of human conscience | until she arrives, shining bright, in the realm of human conscience",86.95652173913044,True
fanm_87_hat_eng,Li òganize yo pou yo revòlte.,She encouraged them to revolt.,He organizes them to revolt.,He organized them to revolt.,He organized them to revolt.,She stirred them up to rebel | She incited them to revolt,83.01886792452831,True
ahl_1007_hat_eng,e yon dejan moun konn mache ou pa konn kijan yo konn di yo si moun na ap mache,"and it’s already something people know how to do, you don’t know how they say it if people are walking",and a wealth of people who know or don't know how to tell them if people know or don't know,"and someone already knows how to walk, you dont know how they usually tell them if the person is walking",and a lot of people know how to walk you dont know how they say it if the person is walking,it’s already common knowledge | it’s something everyone knows how to do,51.162790697674424,False
ahl_5403_hat_eng,l ap pote,he is carrying it,l'apporter,he is carrying,He is carrying it.,he’s bringing it | he’s got it with him,66.66666666666667,False
ahl_6730_hat_eng,Fasil pou ou a,Easy for you,Easy for you to ,Its easy for you,Its easy for you,That’s easy for you | Easy for you to say,93.75,True
