id	label	cr	en
9468	medium	se konsa sèl moun sa di li	that’s what this person alone says about him
9469	bad	donke menm menm bagay sa w ou gen dwa pran menm menm m o sa yo ou di lòd chan la toujou li	So the same thing you have the right to take, the same thing, I’m saying those things, you say the order of the room, it’s always there.
9470	bad	ou pale m defè y konvyèn konvyèn pèdi la	you told me to make it lose one by one there
9471	bad	Li, li, li pa di tèt nan men tkouple.	He, he, he didn’t say head in hand, tkouple.
9472	bad	E, Gonseride moun ki fè sa yo rete, pètè, moun sa te woukèt.	And, Gonseride, the people who did that stayed, damn it, that person was crazy.
9473	bad	Gen wokèt Yon nonm ba egzanp ki bwè bwè anpil anpil anpil anpile sa k ka rive lika vin	There are rockets. A man gives an example that drinks a lot, a lot, a lot, a lot; what can happen to him is that he becomes...
9474	good	nou moun ki bwè	we are people who drink
9475	good	li ka anpil	it can be a lot
9476	good	li ka li	he can read
9477	bad	wa li chonjou te dimon bay konsa rimen	the king chose to give such a rumor
9478	bad	san bèl pat 3 nan plaste	without beautiful part 3 in plaster
9479	bad	tonk men ba konnen li li ki sa la li	so that people know what it is there for him
9480	bad	ki bwè e pe ye bakon nan yon rap pase tou wagay li kisa l moun sa ye gari	who drinks and can be bacon in a rap than all his things what is this person gari
9481	bad	Li klèrenn, bwè lè m pou sa a, li pa konnan anyen nan sa lafè l bagay li.	It’s clear, drink when I’m for this, he doesn’t know anything about what he’s doing.
9482	medium	li moun sa dada.	he is that person, dada.
9483	medium	t alè a èske lè ou te di moun nan sou a	So now, was it when you told the person about it?
9484	good	ou ka di gagadou	you can say gagadou
9485	good	ou ka di li	you can tell him
9486	medium	bon eee kijan lè ou moun gagadè kijan ye.	well um how is it when you’re a gagadè person how is it
9487	bad	ou moun ki gagad, va kon sa lafè, li gen ral la, li gen ral la, li wè moun men, va kon nou.	you people who are stuttering, will do like that, he has the race, he has the race, he sees people but, will like us.
9488	good	Seyè Li san nanm	Lord, he is soulless
9489	bad	ou kwè ba gen lòdi chan ankkò	you think there are still orders in the field
9490	good	moun sa moun sa moun sa moun sa moun sa moun sa moun sa moun sa dekontwole	that person that person that person that person that person that person that person that person is out of control
9491	good	tèt li dekontwole	his head is out of control
9492	good	kote yo fè klere an	where they make it shine
9493	medium	lè yo fin moun long kann yo fè siwo yo pote l siwo a ki bò wò y apèkleren	When they finish cutting the cane, they make the syrup and carry it, the syrup, over there where they are boiling it.
9494	bad	ou sa w ka di w nou m li bwè	you know what you can say to us he drank it
9495	good	moun sa a moun sa li	that person, that person, him
9496	bad	li bwè esplikre	he drank esplikre
9497	bad	dakò li bwè esplikre	okay he drank explained
9498	bad	kisa pa ekzanp lè on moun bwè yo konn fè pou kagme kleren an?	What, for example, do people do to dilute clairin when someone drinks it?
9499	bad	yo gen davidèd lò sou yo, ou ga mouye tètou, yo gen dwa metou kouche, ou kleren desan l?	they have gold davidèd on them, you can wet your head, they have the right to lie down, can you clear it down?
9500	bad	Mwen pa moun kemen fè anvil deda	I am not the kind of person who makes a city out of nothing.
9501	bad	a se gen moun ki bwèt lere	there are people who are drunk and crazy
9502	good	li pa kouche	he is not lying down
9503	good	kè l ap kouri l	his heart is racing
9504	good	l ap fè bri	he is making noise
9505	medium	l ap koun bòs la fè bri	He is making noise around the boss now.
9506	bad	men pran betè l kouche	but take the beast lying down
9507	good	l pa kouche l ap leve l ap pòmen men pito	He doesn’t lie down; he gets up and walks around instead.
9508	bad	men gen yon moun li sou anpi	but there is someone he is on the empire
9509	bad	depi li sou ou vini	since he came over you
9510	bad	ou ou mouye tèp li	you you wet his tape
9511	bad	anpi ou ou bouye yon moute.	and then you boil a climb.
9512	bad	ou ba li li bwè li anpil fini fini ou mete l kouche l kouche ka l tipte sa e gondar abrite kanèl	you gave him he drank it a lot finished finished you put him down to lie down he lies down can he tip that and gondar shelter cinnamon
9513	good	basilik e sitwonèl	basil and lemongrass
9514	bad	tout bon pourklèri fèy zonren si	all right, for sure, zonren leaf if
9515	medium	tout bon pourklèri.	all good, clearly.
9516	bad	bon, gen on bagay pa egzanp ki konn konpakèt ti pikran yo konn pran li yo koupe l yo fèy echye.	Well, there’s something, for example, that they usually compact, the little prickles they take, they cut it, they make it into sheets.
9517	bad	li donnen yon ti bou l konsakiyen yo rennen sitou	it gave them a little bit especially to drag them around
9518	bad	dakò yo pa konn fò ken renmen davèk salè moun nan sou We	okay they don’t know how much they love with the person’s salary on We
9519	bad	yo konn fè renmen davèk li menmwen menm	they know how to make love with him, me too
9520	bad	mwen pase kli	I passed by the clinic
9521	bad	pase dèzorè li.	pass it over to him.
9522	good	nan fanndeyè li	in his backyard
9523	good	anba pye li	under his feet
9524	bad	anpi yo de lwa pipi	and they are two laws of urine
9525	bad	anpi yo lavi tèt li	and then his life itself
9526	bad	lavi tèt li pou desann cleven	life itself to bring down Cleven
9527	medium	genp ap bèyen	they are bathing
9528	good	arèk dlo twalèt	with toilet water
9529	bad	bèyen yon arèk dlo twalèt falè.	very a toilet water spray fall.
9530	good	yo di fanm	they say women
9531	bad	yo di fanm paske se pa moun ki pase dekòl yo di fanm	they say women because it’s not people who pass by they say women
9532	bad	ou konn nan de moun nan zòn nav di fanm	you know among the two people in the area nav says woman
9533	bad	tout moun yo di fa ki di fanm paske ou konnen.	everyone says fa who says woman because you know.
9534	good	Moman se toujou konsa a	The moment is always like this.
9535	bad	onn ki jan l bou li	I don't know how he/she is doing it.
9536	bad	an pòsou mwen m kapab difam	I can defame me a little.
9537	good	epi demen maten lè l fè sa	and tomorrow morning when he does that
9538	bad	li toujou anjan konsa yo di li leve anti sa	He is always like that, they say he got up against that.
9539	good	e yo konn ap jouye moun konsa yo toujou.	and they know how to play people like that all the time.
9540	medium	Wa konn di moun nan leve an tout an frize	The king may say the person got up all in a frenzy.
9541	good	nan nan se pa bèt ki konn vole non	no no it’s not an animal that knows how to fly no
9542	bad	an bèt vole l	a flying animal stole it
9543	good	on ti bèt nwai	a little black animal
9544	bad	yo di men longè dèyè li	they say here is the length behind it
9545	bad	li kouwè moun brèske	he believes people are almost there
9546	bad	li bèt la	he is the animal
9547	bad	ou ve ve tòk yo konn di moun sa a leve an	you see the talk they used to say that this person got up at
9548	medium	se ou konsa wii	it’s you like that, yes
9549	bad	li anmè vò m pa konnje sou konn mòt moutèy bay sa yo kyen an rezè yo Byè	He is bitter because I don’t know how to know the dead mountain gave those dogs their beer reserve.
9550	bad	Yo ba gen lòt nou	They gave us others
9551	bad	yo kon bagay machann yo kon n ap vann	they know the things the vendors know we are selling
9552	bad	mwen se nou onti bagay yo rale li en pi ou	I am your aunt, they pulled it in and then you
9553	bad	yo konn pran li mete nou onti kone pou vann moun nou nou	they often take it and put us onti kone to sell our people to us
9554	good	sa se li fèt avèk glèlis.	that is made with glèlis.
9555	medium	E glas bagay yo bay yo wè l	And even the things they give them, they see it.
9556	bad	tè w moun ap fè sa chemi e bay sa a te l al pran l li mèt souri sa l fè la	the land where people are doing this path and giving this thing was going to take it he may smile at what he is doing there
9557	good	li konn ti m	he knows me a little
9558	bad	li te sou kabònd nan e bi n pran l li fwremenn ladan	he was on the porch and we took him he was trembling inside it
9559	medium	sa l ap fè l	what he is doing to him
9560	good	aprè aprè sa	after that
9561	bad	ki jan w pa di ankò si pa ekizanpon onm moun ta chita la	how can you not say anymore if there isn’t an example of a person sitting there
9562	good	epi l kon bay li pral sòti	and then he said he was going to go out
9563	bad	epi yo mando se sa l ap fè l ap pran bay lik wou l	and they ask him what he is doing he is taking and giving him his wheel
9564	medium	epi yo mando sa entè l ap fè	and they ask what he is doing inside
9565	bad	sa w ap di l ap l ap kostine l	what you are saying is going to cost him
9566	bad	ou ri men si se pa La pa a	you laugh but if it’s not the pope
9567	good	si sou yon fi sa w ap biye	if you are a girl, what are you going to wear
9568	medium	paren lò di ren yo ka di sa	but when they say it, they can say that
9569	good	Elè pa egzanp	Student, for example
9570	medium	m pa rèt la epi	I’m not staying there either.
9571	bad	m mete sa sou kabonn nan pi	I put that on the well’s platform.
9572	bad	ou de sa biye, bon.	You two are good, okay.
9573	bad	On fi pay egzanp ki Gon bay li pran l met sou li sa	A girl pays example that Gon gives her, she takes it and puts it on herself.
9574	medium	l met sou li la Li met kisa	He put it on him there. What did he put?
9575	medium	lap met kisa sou li	what is she putting on herself
9576	bad	Si pay egzanp, m t ap pran on fi anpi m pou yon bay, m mete l nan klou sa, sa m fè la.	For example, if I were taking a girl and putting her in this nail, what I’m doing here.
9577	bad	Si l lè w janman monte fò la	If it’s time for you to ever go up there
9578	bad	ki yon elag	what a branch
9579	good	w ap di Woupisa	you are saying Woupisa
9580	bad	janman monte fò la	the sun is rising strongly there
9581	good	si pe egzanp w al benyen	if for example you go bathe
9582	good	ou benyen ki jan?	How do you bathe?
9583	bad	m touni sa a bon	I turned this one well
9584	good	men sou wè moun eg ap benyen	but if you see someone like me bathing
9585	bad	janman te fè l la	how he did it
9586	bad	Pa gen lòdichon w ka dis ankò	There’s no more little order you can say anymore
9587	medium	bon lò w bon	good when you’re good
9588	medium	on rad ba la	a dress down there
9589	good	epi gwon moun di fè sa	and the adults said to do that
9590	good	li di konsa a	he said like this
9591	good	kote rad wa	where are the king's clothes
9592	bad	bon mwen nou	well me us
9593	good	m pral nan dlo	I’m going into the water.
9594	good	sa w ap di l rad la	what are you telling him about the clothes
9595	bad	rad la sou mouj	the clothes are on the floor
9596	bad	nou w p ap di l sou ou nou	we’re not going to tell him about you, us
9597	bad	rad la la Li rad la l nan l pasye ou non	the dress there He is wearing the dress there in his past, isn’t it?
9598	bad	wòp di rad la	clean the dress
9599	bad	rad la tè l bagay ou pral benzen lave l	The clothes are dirty, you’re going to wash them with benzene.
9600	medium	wòp di l ki ki rad Se sa sèl monka di li ki	Tell him what clothes it is, that’s all I can tell him.
9601	good	li gen anpil	he has a lot
9602	bad	m adyouni paske m pa t fèt m te pononse premye bwa m te pononse a	I am fasting because I was not born; I pronounced the first wood I pronounced.
9603	good	e ou gen yon bay	and you have a gift
9604	medium	ou konn met sou ou	you know how to put on yourself
9605	medium	men ou mete l lakay	but you put it at home
9606	bad	tout tanse lakay ou mete li	all the time at your house put it
9607	good	ou konn dijan ou rele sa	do you know what you call that
9608	good	te rele sa	was called that
9609	good	ta ve a nòte divonsa	would be noted as such
9610	bad	bon on fi va egzanp si fi a rete anndan se yon barai lap pran pou met sou li nan di lap mete	well a girl will be an example if the girl stays inside it’s a barrier she’ll take to put on herself in saying she’ll put it on
9611	good	lap mete va di wi	she will say yes
9612	good	men si bay sa a l mete sou li a se lakay sèlman l konn mete li	but if this thing he puts on himself, he only wears it at home
